Brand,Model,RAM,Storage,Screen Type,Condition,Model Age,Price
2,A13,3,64,2,0,0,20200
3,Mi 11 Lite,3,32,1,2,1,13020
3,Poco X3,3,32,1,1,0,15810
1,A54,8,256,1,1,1,38080
1,A16,6,128,3,3,0,16200
2,M12,4,64,1,3,1,11600
1,A16,6,128,2,2,0,22680
2,M12,12,256,1,2,1,39760
2,S21 FE,8,128,2,0,1,38400
3,Redmi 9A,2,32,3,0,1,15600
1,A16,8,128,3,3,1,19200
0,V25,12,512,2,1,1,59160
1,A54,12,512,3,0,1,69600
3,Mi 11 Lite,8,256,1,1,0,38080
1,Reno 6,12,512,0,1,0,59160
3,Mi 11 Lite,12,256,2,0,0,56800
0,V25,12,512,3,1,0,59160
1,A54,12,512,1,0,0,69600
2,A13,8,256,1,0,1,44800
3,Mi 11 Lite,2,16,3,0,1,14800
1,F17 Pro,12,256,0,1,1,48280
2,A32,8,128,2,2,1,26880
2,S21 FE,2,16,0,2,1,10360
0,V25,12,512,2,1,1,59160
2,S21 FE,8,256,0,1,0,38080
1,A54,4,64,2,0,0,23200
3,Redmi Note 10,3,64,3,2,1,14140
4,Note 12,12,256,0,1,1,48280
0,V21e,8,256,1,3,1,22400
0,Y20,3,64,1,0,0,20200
4,Note 12,2,32,1,2,0,10920
3,Redmi Note 10,2,32,0,2,1,10920
0,Y21,12,256,0,2,0,39760
1,F17 Pro,6,128,3,0,1,32400
0,Y21,2,16,3,2,1,10360
4,Zero X,2,16,2,2,0,10360
4,Hot 40,6,128,2,3,0,16200
1,Reno 6,6,128,0,1,1,27540
4,Hot 40,6,128,2,3,1,16200
2,S21 FE,6,128,2,3,1,16200
4,Note 12,4,64,0,0,0,23200
2,M12,4,64,0,2,0,16239
2,S21 FE,3,32,0,0,0,18600
1,A16,6,128,2,2,0,22680
2,S21 FE,6,128,2,1,0,27540
0,V25,8,128,3,0,1,38400
1,Reno 6,2,16,0,2,1,10360
2,M12,2,16,2,3,1,7400
3,Redmi 9A,4,128,0,1,1,22440
4,Zero X,8,256,2,3,1,22400
2,A13,4,64,3,3,0,11600
0,V21e,12,256,3,1,0,48280
4,Hot 40,8,128,1,2,0,26880
4,Zero X,4,128,1,2,0,18480
0,V25,2,16,0,0,0,14800
2,M12,2,16,3,0,1,14800
4,Note 12,12,512,1,2,1,48720
0,V21e,12,256,1,1,1,48280
0,V25,12,256,2,3,0,28400
0,Y20,2,32,1,2,1,10920
3,Poco X3,4,128,3,0,0,26400
3,Redmi Note 10,2,32,1,3,1,7800
1,F17 Pro,12,512,0,3,1,34800
3,Redmi 9A,4,64,1,1,0,19720
2,M12,2,32,2,0,1,15600
3,Redmi 9A,3,32,0,1,0,15810
2,A13,4,64,0,3,0,11600
1,F17 Pro,4,128,1,2,0,18480
2,S21 FE,2,16,0,2,1,10360
2,S21 FE,3,64,0,3,0,10100
1,A16,8,128,2,3,0,19200
1,A54,12,512,1,3,0,34800
2,M12,3,64,0,1,1,17170
3,Redmi 9A,8,128,3,3,0,19200
2,S21 FE,12,512,0,1,0,59160
4,Hot 40,6,128,0,3,1,16200
4,Zero X,4,64,2,0,1,23200
3,Redmi Note 10,2,32,1,1,1,13260
1,Reno 6,3,32,1,3,0,9300
4,Zero X,12,512,2,0,1,69600
4,Hot 40,3,64,3,2,0,14140
4,Hot 30,2,32,3,1,0,13260
3,Mi 11 Lite,2,16,0,2,1,10360
3,Redmi 9A,8,256,2,0,1,44800
0,V25,3,32,1,0,1,18600
1,A54,3,32,0,2,1,13020
1,A54,2,32,0,0,0,15600
4,Note 12,4,64,1,3,1,11600
1,A54,8,256,1,3,1,22400
4,Zero X,4,128,0,1,1,22440
0,Y20,4,128,0,1,0,22440
0,Y20,4,64,2,3,1,11600
0,Y20,3,64,0,2,0,14140
3,Redmi Note 10,2,16,3,0,0,14800
2,S21 FE,2,16,3,2,1,10360
1,Reno 6,4,64,1,3,1,11600
4,Note 12,3,32,1,0,0,18600
1,Reno 6,12,512,2,2,1,48720
1,Reno 6,3,32,0,1,0,15810
2,A13,3,64,0,2,1,14140
4,Note 12,6,128,1,2,1,22680
2,S21 FE,2,32,0,0,1,15600
3,Redmi Note 10,8,128,1,2,0,26880
3,Mi 11 Lite,12,256,1,3,0,28400
0,V21e,12,512,3,1,1,59160
4,Note 12,4,64,1,3,0,11600
2,A32,4,128,0,0,0,26400
2,M12,3,64,0,1,1,17170
0,V21e,2,32,3,3,1,7800
1,A54,2,32,1,1,1,13260
2,A13,3,64,1,0,0,20200
3,Mi 11 Lite,8,256,1,2,0,31359
1,A16,8,256,3,2,1,31359
0,Y21,4,64,1,1,0,19720
0,V21e,3,32,3,0,1,18600
4,Hot 40,4,64,0,1,0,19720
4,Note 12,3,32,0,2,0,13020
1,A54,4,128,0,3,0,13200
2,A32,8,256,0,1,1,38080
1,A16,2,32,0,2,0,10920
2,A13,12,512,2,3,1,34800
3,Mi 11 Lite,2,16,2,1,0,12580
0,Y20,6,128,3,1,1,27540
2,A32,8,256,3,0,1,44800
0,V21e,8,128,2,0,1,38400
4,Hot 40,4,128,3,1,0,22440
0,Y20,4,128,1,3,1,13200
2,M12,8,128,1,3,1,19200
1,F17 Pro,4,64,0,2,0,16239
4,Note 12,4,64,2,2,1,16239
3,Poco X3,3,32,3,0,0,18600
1,Reno 6,6,128,3,2,0,22680
2,S21 FE,6,128,2,3,0,16200
2,A32,4,128,0,1,0,22440
2,A32,12,256,0,2,0,39760
3,Poco X3,12,256,3,2,1,39760
2,A13,12,256,1,1,0,48280
3,Redmi 9A,2,16,0,1,1,12580
4,Note 12,3,32,3,3,1,9300
2,A32,3,32,2,0,1,18600
3,Redmi Note 10,2,16,0,3,0,7400
3,Redmi 9A,6,128,3,3,0,16200
2,S21 FE,12,256,3,0,0,56800
0,Y20,8,128,1,0,1,38400
3,Poco X3,3,32,3,0,1,18600
2,A13,8,256,1,3,0,22400
4,Hot 30,6,128,0,0,1,32400
2,S21 FE,2,32,0,0,1,15600
3,Mi 11 Lite,6,128,3,2,0,22680
2,A32,6,128,3,2,1,22680
3,Mi 11 Lite,3,64,1,0,0,20200
2,A32,2,16,1,0,1,14800
4,Note 12,2,32,1,3,1,7800
1,Reno 6,3,32,0,3,0,9300
1,A54,3,64,0,1,1,17170
3,Mi 11 Lite,6,128,2,1,1,27540
4,Zero X,3,64,1,1,0,17170
1,Reno 6,4,64,2,3,0,11600
0,Y20,2,32,2,2,1,10920
2,S21 FE,3,64,2,0,0,20200
0,Y21,4,64,0,0,1,23200
2,M12,2,16,3,1,1,12580
4,Hot 30,3,32,3,0,1,18600
1,A54,6,128,2,0,1,32400
2,S21 FE,12,256,1,1,1,48280
0,V21e,8,128,0,3,0,19200
2,M12,2,16,1,3,0,7400
1,A54,6,128,0,2,0,22680
3,Redmi 9A,4,128,3,1,1,22440
4,Hot 30,2,16,0,0,1,14800
4,Hot 30,4,64,2,2,0,16239
4,Hot 30,4,64,0,2,0,16239
0,Y20,2,16,1,1,1,12580
2,M12,3,64,1,2,0,14140
3,Redmi 9A,12,256,2,0,0,56800
2,A32,2,32,1,0,1,15600
0,V21e,4,64,1,3,0,11600
1,A54,3,64,1,1,0,17170
2,S21 FE,4,128,1,3,0,13200
1,A16,12,256,2,0,0,56800
2,A13,2,16,1,2,1,10360
4,Hot 40,12,512,0,0,1,69600
1,Reno 6,12,256,1,3,0,28400
0,Y20,2,32,0,3,1,7800
2,S21 FE,12,256,1,0,1,56800
2,A13,4,128,0,0,0,26400
0,Y20,8,128,0,1,1,32640
4,Hot 30,12,256,1,2,1,39760
3,Redmi 9A,3,32,1,2,1,13020
1,A54,3,32,2,3,0,9300
1,A16,6,128,2,2,1,22680
2,S21 FE,8,256,1,1,1,38080
1,A16,6,128,3,0,0,32400
3,Poco X3,4,64,2,2,1,16239
3,Redmi 9A,12,256,3,0,1,56800
2,M12,4,128,0,1,0,22440
0,Y20,2,32,2,0,0,15600
0,V21e,12,256,2,0,0,56800
1,A16,4,128,2,3,0,13200
1,A16,12,512,0,3,1,34800
3,Redmi 9A,4,64,1,3,1,11600
2,A13,6,128,1,3,1,16200
3,Redmi 9A,2,32,0,2,0,10920
4,Zero X,8,256,3,0,0,44800
3,Redmi 9A,2,32,0,2,0,10920
3,Poco X3,4,64,0,3,0,11600
3,Redmi 9A,12,256,2,1,0,48280
0,V25,8,128,3,2,0,26880
3,Redmi 9A,4,128,3,3,1,13200
3,Poco X3,6,128,0,0,1,32400
2,M12,6,128,3,1,1,27540
1,A54,4,128,3,1,1,22440
3,Redmi Note 10,2,16,2,2,1,10360
1,Reno 6,12,512,2,3,0,34800
3,Redmi 9A,4,128,1,2,0,18480
0,Y20,3,64,2,1,0,17170
0,Y21,2,32,2,3,0,7800
4,Zero X,8,128,2,3,1,19200
1,F17 Pro,4,64,0,0,0,23200
1,Reno 6,4,64,3,2,0,16239
2,A32,8,256,1,1,0,38080
2,A13,3,32,3,3,1,9300
1,F17 Pro,2,16,3,0,0,14800
4,Hot 40,3,32,2,0,1,18600
1,Reno 6,12,256,3,1,0,48280
1,Reno 6,6,128,3,0,0,32400
0,V25,4,128,0,3,0,13200
1,F17 Pro,12,256,0,2,0,39760
2,M12,12,512,1,0,0,69600
4,Note 12,8,128,3,2,0,26880
3,Poco X3,8,256,2,0,1,44800
0,Y21,6,128,2,3,0,16200
2,A32,12,512,2,2,0,48720
1,Reno 6,6,128,0,3,0,16200
1,A16,4,128,1,3,0,13200
0,Y21,8,256,3,1,1,38080
3,Mi 11 Lite,6,128,0,2,1,22680
4,Hot 40,3,64,1,2,1,14140
2,A32,8,256,3,0,1,44800
0,Y20,12,512,0,2,0,48720
0,Y20,2,32,0,3,0,7800
1,A16,6,128,0,1,0,27540
1,Reno 6,12,256,3,2,1,39760
2,M12,8,128,1,0,1,38400
4,Hot 30,4,128,1,1,0,22440
3,Mi 11 Lite,8,128,2,3,0,19200
0,V25,12,256,0,1,1,48280
3,Poco X3,8,128,3,1,0,32640
1,A16,2,16,0,1,1,12580
4,Note 12,12,256,3,1,0,48280
1,A54,8,128,2,0,1,38400
2,A32,4,64,1,1,0,19720
3,Mi 11 Lite,3,64,3,3,1,10100
2,A13,6,128,0,1,1,27540
3,Poco X3,2,32,2,0,0,15600
2,M12,6,128,2,1,1,27540
2,A32,12,512,2,2,0,48720
0,V21e,3,64,0,1,1,17170
1,F17 Pro,4,64,2,3,0,11600
2,A13,4,64,3,3,0,11600
0,V25,2,16,3,2,1,10360
2,S21 FE,4,64,0,3,0,11600
2,M12,3,32,0,0,0,18600
3,Mi 11 Lite,4,64,0,2,0,16239
3,Redmi Note 10,4,128,2,3,0,13200
3,Redmi Note 10,3,64,0,2,0,14140
3,Mi 11 Lite,3,32,1,0,1,18600
4,Hot 40,2,16,2,0,1,14800
0,Y21,2,16,2,1,0,12580
4,Zero X,2,32,0,1,1,13260
3,Mi 11 Lite,4,64,0,0,1,23200
4,Hot 40,2,16,2,0,0,14800
4,Hot 40,6,128,3,1,0,27540
0,V21e,2,32,2,2,1,10920
4,Zero X,4,64,1,0,0,23200
3,Redmi Note 10,12,512,1,1,0,59160
4,Note 12,8,128,1,3,0,19200
1,A16,4,128,0,3,1,13200
1,A54,8,128,0,3,0,19200
1,A54,12,256,3,1,0,48280
1,A54,12,256,1,1,1,48280
2,M12,3,32,1,1,0,15810
4,Hot 30,6,128,2,2,1,22680
0,Y21,12,256,1,2,1,39760
1,Reno 6,4,128,0,3,1,13200
1,F17 Pro,3,32,2,1,1,15810
1,F17 Pro,2,16,3,3,1,7400
3,Mi 11 Lite,3,32,3,1,1,15810
0,V25,12,256,3,2,1,39760
4,Hot 30,8,128,0,3,1,19200
4,Hot 40,6,128,2,0,1,32400
3,Redmi 9A,6,128,0,0,0,32400
2,A32,3,64,1,2,0,14140
1,A16,6,128,2,3,1,16200
3,Poco X3,4,64,3,2,1,16239
2,M12,4,128,0,3,1,13200
3,Mi 11 Lite,8,128,3,0,0,38400
3,Redmi 9A,8,256,3,2,1,31359
0,V25,3,32,3,1,1,15810
0,Y20,8,256,2,1,1,38080
0,V21e,8,256,2,3,1,22400
3,Redmi Note 10,12,512,2,1,1,59160
2,A13,2,32,3,2,1,10920
2,M12,6,128,2,2,1,22680
0,V25,6,128,3,2,0,22680
1,A54,3,32,0,2,1,13020
2,A32,6,128,1,0,1,32400
4,Zero X,6,128,3,3,0,16200
3,Redmi 9A,4,64,3,0,1,23200
4,Note 12,4,128,1,3,0,13200
0,Y20,3,32,1,2,0,13020
0,V25,8,128,2,2,0,26880
4,Zero X,3,64,0,3,1,10100
4,Zero X,3,64,3,0,0,20200
4,Hot 30,12,512,3,2,0,48720
0,Y20,4,64,0,1,1,19720
4,Hot 30,12,256,2,3,0,28400
0,V21e,2,32,1,2,0,10920
4,Zero X,4,64,2,0,1,23200
1,Reno 6,4,128,2,3,1,13200
1,A16,12,512,3,2,1,48720
3,Poco X3,8,256,1,3,0,22400
0,V21e,2,16,3,2,0,10360
2,A13,12,512,0,0,0,69600
1,F17 Pro,4,64,0,2,0,16239
1,Reno 6,8,256,2,0,0,44800
4,Hot 30,8,256,1,0,1,44800
0,V21e,2,16,0,2,1,10360
3,Mi 11 Lite,2,32,1,1,0,13260
0,Y21,8,256,1,3,1,22400
1,A54,6,128,1,1,0,27540
4,Note 12,3,64,0,3,1,10100
3,Redmi 9A,3,32,3,3,0,9300
2,A13,8,256,3,0,0,44800
2,M12,8,128,0,0,0,38400
2,A32,8,128,0,3,1,19200
3,Poco X3,12,256,3,1,1,48280
2,A32,12,512,3,1,0,59160
4,Note 12,6,128,0,1,0,27540
4,Zero X,4,64,2,3,1,11600
1,A54,4,64,0,3,1,11600
1,A16,8,128,2,2,1,26880
0,V21e,4,64,3,3,1,11600
0,Y21,8,128,0,0,0,38400
0,V21e,12,256,0,1,1,48280
0,V25,3,32,2,3,1,9300
0,Y20,8,128,3,0,1,38400
3,Redmi Note 10,3,32,1,3,1,9300
0,V21e,12,512,2,0,1,69600
1,F17 Pro,12,256,0,0,1,56800
3,Redmi Note 10,3,64,2,3,1,10100
1,F17 Pro,8,256,1,0,0,44800
2,A13,8,128,2,2,1,26880
2,A13,8,256,0,0,1,44800
1,A16,2,16,3,3,1,7400
3,Mi 11 Lite,6,128,0,1,1,27540
1,Reno 6,4,64,0,1,0,19720
1,Reno 6,12,512,1,3,1,34800
3,Mi 11 Lite,8,128,1,0,0,38400
2,S21 FE,8,256,3,3,0,22400
1,F17 Pro,3,64,2,0,0,20200
3,Redmi Note 10,4,64,0,1,1,19720
0,V21e,4,128,3,1,1,22440
2,S21 FE,4,64,0,0,1,23200
4,Hot 40,12,512,3,3,1,34800
0,Y21,12,256,3,1,0,48280
2,A32,12,512,2,1,0,59160
3,Redmi Note 10,12,256,1,2,1,39760
0,V21e,8,128,0,2,1,26880
1,A16,6,128,2,0,1,32400
0,Y20,2,16,3,2,1,10360
2,A13,4,128,1,1,0,22440
4,Hot 40,6,128,0,0,1,32400
1,A54,4,128,2,1,1,22440
4,Note 12,6,128,3,1,1,27540
4,Zero X,4,128,3,2,1,18480
0,V25,6,128,1,1,1,27540
1,A16,2,32,0,0,0,15600
1,F17 Pro,8,128,3,0,0,38400
1,Reno 6,4,64,0,0,0,23200
0,Y20,3,64,2,1,0,17170
3,Redmi Note 10,2,16,0,3,0,7400
1,Reno 6,4,64,0,1,0,19720
2,M12,6,128,0,1,0,27540
2,M12,6,128,3,2,1,22680
3,Mi 11 Lite,3,64,3,2,0,14140
4,Hot 40,8,128,3,3,1,19200
1,A16,12,512,3,1,1,59160
0,V25,12,512,0,2,0,48720
2,A13,8,256,2,2,1,31359
0,V21e,12,512,2,2,0,48720
1,A54,3,32,0,2,1,13020
4,Hot 30,2,32,3,0,0,15600
1,A54,4,64,1,0,1,23200
2,A13,4,128,1,3,1,13200
2,A13,6,128,0,3,0,16200
3,Mi 11 Lite,12,256,2,1,0,48280
3,Redmi Note 10,8,256,1,0,0,44800
1,F17 Pro,12,256,1,3,0,28400
0,V25,6,128,1,3,1,16200
4,Hot 40,3,32,0,2,1,13020
3,Poco X3,8,128,2,0,0,38400
2,A32,6,128,2,1,1,27540
1,A54,8,256,2,3,0,22400
3,Poco X3,3,64,0,2,0,14140
2,S21 FE,2,32,1,0,1,15600
4,Hot 30,12,512,0,0,1,69600
3,Mi 11 Lite,6,128,3,2,0,22680
3,Poco X3,3,64,3,2,1,14140
2,A13,4,64,3,0,0,23200
1,A16,6,128,1,2,0,22680
1,A16,12,256,0,1,0,48280
3,Poco X3,3,32,1,2,0,13020
4,Hot 30,12,512,3,3,1,34800
1,A16,3,64,3,0,0,20200
4,Hot 30,6,128,1,1,1,27540
3,Poco X3,2,32,2,1,1,13260
4,Hot 40,8,128,1,0,0,38400
1,A54,8,128,1,2,1,26880
2,A32,4,128,0,1,0,22440
3,Poco X3,3,64,0,1,1,17170
3,Redmi Note 10,6,128,1,1,1,27540
4,Note 12,12,512,3,3,1,34800
4,Note 12,6,128,2,2,0,22680
1,A54,6,128,1,1,0,27540
1,Reno 6,12,256,1,2,1,39760
0,V25,2,32,1,3,1,7800
0,V21e,2,32,3,3,0,7800
1,Reno 6,4,128,1,1,1,22440
2,M12,6,128,3,2,1,22680
1,A54,6,128,0,3,0,16200
0,V21e,4,128,3,2,0,18480
0,V25,8,128,2,1,1,32640
3,Redmi 9A,2,16,0,2,1,10360
1,Reno 6,6,128,1,3,0,16200
3,Poco X3,4,128,3,2,1,18480
3,Redmi 9A,6,128,1,3,1,16200
1,Reno 6,6,128,3,3,0,16200
1,F17 Pro,2,16,2,3,0,7400
2,M12,8,256,2,0,1,44800
1,A54,12,256,0,1,0,48280
0,Y21,6,128,0,3,0,16200
4,Hot 40,2,32,1,1,0,13260
3,Poco X3,4,64,0,1,0,19720
0,Y21,8,256,2,3,0,22400
2,A13,4,64,3,1,1,19720
2,M12,2,32,3,0,1,15600
1,Reno 6,3,32,2,0,0,18600
2,A32,8,256,1,2,0,31359
2,A32,2,16,2,2,0,10360
0,V21e,2,16,0,3,0,7400
0,Y20,4,64,3,1,1,19720
2,M12,4,64,3,3,1,11600
2,A32,2,32,2,3,0,7800
3,Redmi Note 10,2,16,0,2,0,10360
4,Hot 40,4,128,0,0,1,26400
1,Reno 6,2,32,1,0,0,15600
2,A13,4,64,3,3,0,11600
0,Y20,4,64,1,0,1,23200
1,A54,6,128,3,3,1,16200
2,S21 FE,12,256,1,1,0,48280
2,M12,6,128,1,2,1,22680
2,S21 FE,6,128,3,1,1,27540
1,A54,12,512,3,3,0,34800
1,Reno 6,4,64,3,2,1,16239
2,A32,12,256,0,1,0,48280
1,A54,12,512,1,2,0,48720
4,Hot 30,3,64,1,3,1,10100
4,Hot 30,6,128,3,3,0,16200
2,S21 FE,8,128,1,1,1,32640
4,Zero X,8,256,3,3,0,22400
2,A32,6,128,3,2,0,22680
0,Y21,3,32,0,1,0,15810
0,Y20,6,128,3,3,1,16200
1,Reno 6,3,64,3,2,0,14140
0,V25,3,64,3,2,0,14140
3,Poco X3,6,128,2,2,0,22680
3,Poco X3,8,128,2,1,1,32640
2,A13,8,128,0,3,0,19200
4,Note 12,2,16,0,2,1,10360
1,Reno 6,3,64,2,3,1,10100
1,A16,4,64,3,0,0,23200
3,Mi 11 Lite,12,256,2,3,0,28400
2,A13,12,256,0,2,1,39760
1,A16,4,64,0,0,0,23200
4,Hot 40,12,256,1,2,1,39760
1,F17 Pro,6,128,1,1,1,27540
1,A16,8,256,2,2,0,31359
3,Mi 11 Lite,3,32,1,0,1,18600
1,F17 Pro,12,256,0,2,0,39760
3,Redmi Note 10,4,128,0,0,0,26400
3,Mi 11 Lite,8,256,0,1,1,38080
0,V21e,3,64,2,0,1,20200
3,Mi 11 Lite,6,128,2,1,1,27540
0,Y20,12,512,0,1,1,59160
2,A13,6,128,1,3,1,16200
4,Hot 40,6,128,3,2,0,22680
4,Hot 30,4,64,2,3,0,11600
2,S21 FE,8,128,2,0,0,38400
1,A16,6,128,3,1,1,27540
2,A32,8,128,2,0,0,38400
4,Hot 30,2,32,2,2,1,10920
4,Note 12,12,512,3,1,0,59160
0,V21e,12,256,2,2,1,39760
0,Y20,12,512,3,0,0,69600
0,V21e,6,128,3,3,1,16200
0,V21e,3,32,0,3,1,9300
3,Poco X3,2,32,3,3,0,7800
1,F17 Pro,6,128,2,2,0,22680
1,A54,3,64,3,3,1,10100
3,Mi 11 Lite,2,16,0,3,0,7400
2,A13,8,256,3,2,0,31359
0,V21e,12,256,1,3,1,28400
3,Mi 11 Lite,12,256,3,0,1,56800
2,M12,12,256,3,3,0,28400
3,Poco X3,8,256,2,0,1,44800
4,Hot 30,3,64,1,0,1,20200
1,Reno 6,8,128,0,3,0,19200
2,S21 FE,8,128,2,0,1,38400
1,A54,12,512,2,1,1,59160
0,V21e,12,256,2,2,1,39760
3,Redmi Note 10,6,128,0,3,1,16200
3,Redmi 9A,2,32,1,0,1,15600
1,A16,12,256,3,1,1,48280
4,Note 12,12,512,0,0,1,69600
4,Zero X,2,32,3,1,0,13260
3,Mi 11 Lite,8,128,3,3,1,19200
4,Zero X,3,32,0,0,0,18600
4,Zero X,4,64,2,0,1,23200
4,Hot 30,2,32,2,1,0,13260
4,Zero X,2,16,1,0,0,14800
2,M12,2,32,0,2,0,10920
2,M12,6,128,3,1,1,27540
2,A13,6,128,3,1,0,27540
1,F17 Pro,3,64,2,0,0,20200
2,S21 FE,8,128,2,0,1,38400
0,Y20,6,128,3,2,1,22680
4,Note 12,8,256,3,2,1,31359
2,S21 FE,3,64,1,0,1,20200
4,Note 12,4,64,2,0,0,23200
4,Hot 40,6,128,3,1,1,27540
0,Y21,4,64,3,1,1,19720
3,Poco X3,6,128,0,3,1,16200
1,A16,12,512,3,2,1,48720
1,F17 Pro,6,128,2,3,1,16200
3,Poco X3,12,256,2,2,0,39760
4,Hot 40,3,64,3,2,1,14140
2,M12,12,512,1,3,0,34800
4,Hot 30,8,256,0,2,1,31359
1,A54,3,64,3,2,1,14140
2,M12,3,64,2,0,0,20200
1,A54,3,64,1,3,0,10100
1,F17 Pro,4,64,3,1,0,19720
3,Redmi Note 10,2,16,3,0,0,14800
1,F17 Pro,4,128,1,1,1,22440
1,A16,8,128,2,3,0,19200
3,Redmi 9A,12,256,3,1,1,48280
0,Y20,3,32,2,2,0,13020
0,Y21,12,256,3,0,0,56800
2,A13,2,16,2,1,0,12580
4,Note 12,6,128,0,2,1,22680
3,Mi 11 Lite,6,128,2,0,0,32400
0,V25,8,256,0,2,0,31359
3,Redmi Note 10,12,512,3,0,1,69600
0,Y21,8,256,2,1,0,38080
0,Y21,2,32,1,2,0,10920
3,Redmi 9A,8,256,0,2,0,31359
0,V25,4,64,3,0,1,23200
4,Hot 40,3,64,1,2,1,14140
2,M12,8,256,1,2,1,31359
1,F17 Pro,8,128,3,3,1,19200
3,Mi 11 Lite,12,512,3,1,1,59160
0,Y20,2,32,2,3,0,7800
2,M12,4,64,2,2,1,16239
1,A16,8,128,0,1,1,32640
2,A32,3,32,1,3,0,9300
2,M12,6,128,2,2,1,22680
0,V25,8,256,0,0,1,44800
1,F17 Pro,3,64,1,2,1,14140
3,Redmi Note 10,3,64,1,1,0,17170
3,Mi 11 Lite,4,128,2,3,0,13200
4,Zero X,8,128,1,0,0,38400
3,Mi 11 Lite,8,128,2,3,1,19200
2,M12,12,256,3,0,0,56800
3,Redmi Note 10,12,512,1,2,0,48720
3,Redmi Note 10,4,64,2,1,1,19720
3,Poco X3,4,128,3,1,0,22440
3,Redmi 9A,8,256,3,3,0,22400
3,Mi 11 Lite,2,32,1,3,1,7800
3,Poco X3,2,16,3,3,0,7400
0,Y20,6,128,3,2,1,22680
2,A13,8,256,0,3,0,22400
3,Redmi 9A,2,16,2,1,0,12580
0,V25,8,256,1,3,1,22400
4,Note 12,12,512,0,3,0,34800
3,Redmi Note 10,4,64,2,0,0,23200
1,A16,6,128,2,1,1,27540
1,A16,6,128,2,3,0,16200
0,V21e,4,128,1,2,0,18480
0,V25,6,128,0,3,1,16200
3,Mi 11 Lite,3,64,1,3,1,10100
4,Hot 40,12,256,0,0,1,56800
4,Note 12,3,64,3,0,1,20200
2,M12,6,128,3,2,1,22680
1,A54,12,256,2,2,1,39760
2,A13,12,256,2,3,0,28400
4,Hot 40,2,16,0,2,0,10360
4,Note 12,12,512,3,0,1,69600
1,A16,12,256,2,1,0,48280
0,V25,2,32,0,3,0,7800
2,M12,12,512,2,0,1,69600
3,Poco X3,3,32,3,2,1,13020
0,Y21,8,128,3,1,0,32640
4,Note 12,4,64,0,3,1,11600
1,F17 Pro,4,64,0,3,1,11600
3,Redmi Note 10,3,64,3,0,0,20200
2,A13,3,32,2,0,0,18600
3,Redmi Note 10,8,256,0,3,0,22400
1,Reno 6,12,512,2,1,0,59160
3,Poco X3,4,128,0,1,0,22440
2,M12,8,256,0,3,1,22400
3,Redmi 9A,8,256,2,3,0,22400
0,V25,8,128,1,2,0,26880
0,Y20,12,256,3,0,0,56800
4,Hot 40,3,32,2,0,1,18600
3,Mi 11 Lite,6,128,3,2,0,22680
1,A54,4,128,1,2,0,18480
4,Hot 30,2,16,1,3,1,7400
4,Hot 30,4,128,2,0,1,26400
0,Y20,8,256,2,1,1,38080
0,V21e,8,256,2,2,0,31359
1,Reno 6,3,64,3,3,1,10100
4,Zero X,3,32,0,1,0,15810
2,A13,8,128,0,2,0,26880
2,S21 FE,8,128,1,0,1,38400
2,S21 FE,3,64,2,1,1,17170
0,Y20,2,32,1,1,0,13260
1,Reno 6,2,32,3,0,1,15600
0,V21e,2,32,0,1,1,13260
1,F17 Pro,12,512,3,1,0,59160
0,Y21,8,256,3,2,1,31359
4,Hot 30,4,64,2,3,1,11600
4,Hot 40,12,512,3,0,0,69600
2,S21 FE,8,128,3,1,0,32640
4,Hot 40,3,32,3,0,1,18600
1,Reno 6,12,256,2,0,1,56800
0,V21e,2,32,3,3,1,7800
3,Redmi Note 10,4,64,0,0,0,23200
2,A13,2,32,3,1,1,13260
2,A32,4,64,2,1,0,19720
3,Mi 11 Lite,3,32,2,2,1,13020
3,Mi 11 Lite,2,32,2,2,1,10920
0,V21e,6,128,0,0,0,32400
1,A16,3,32,2,3,1,9300
1,F17 Pro,4,64,0,1,0,19720
1,Reno 6,12,256,1,1,1,48280
1,F17 Pro,3,32,1,3,0,9300
3,Mi 11 Lite,6,128,2,3,0,16200
1,Reno 6,8,256,0,2,0,31359
3,Mi 11 Lite,3,64,1,0,0,20200
4,Hot 40,12,512,1,2,1,48720
4,Hot 40,3,32,1,2,0,13020
2,M12,6,128,1,1,0,27540
3,Redmi 9A,6,128,0,1,0,27540
3,Mi 11 Lite,4,64,3,1,0,19720
0,Y20,6,128,3,0,0,32400
3,Poco X3,6,128,1,0,1,32400
0,Y21,4,64,1,1,1,19720
1,A16,8,128,1,3,0,19200
4,Hot 30,3,32,2,1,0,15810
3,Redmi 9A,3,64,0,3,0,10100
4,Hot 30,4,128,0,0,0,26400
4,Hot 40,4,128,2,0,0,26400
4,Hot 40,6,128,2,1,1,27540
4,Note 12,4,64,3,0,0,23200
0,Y21,2,32,1,3,0,7800
1,Reno 6,4,64,1,2,0,16239
2,A32,8,256,1,1,1,38080
4,Note 12,3,64,3,2,1,14140
1,A54,8,256,1,3,1,22400
4,Hot 30,2,32,1,2,1,10920
0,Y20,2,16,2,2,0,10360
1,A16,6,128,2,0,0,32400
0,V25,2,32,1,1,0,13260
1,A16,2,16,1,3,0,7400
0,V21e,6,128,1,3,0,16200
2,M12,12,256,0,3,0,28400
4,Hot 40,4,128,3,3,1,13200
4,Hot 30,4,128,0,3,1,13200
4,Hot 40,12,256,3,3,1,28400
0,V21e,8,128,1,0,1,38400
